ID,artist_names,artist_ids,release_date,release_date_precision
25rbjEJlIlMuBilDmc9kbp,"Brian Simpson,Jonathan Butler","4uIdP3jwyR0xifCS2FYS3o,5gl2M2G5Dn5XTEW30iMMoD",2013-04-23,day
58qOzrycmuvrJjqv7wMnyB,"Brian Simpson,Elan Trotman","4uIdP3jwyR0xifCS2FYS3o,6DyFOggmoAMvrgPB833pww",2013-04-23,day
1YhwDFLdb83PR9MNa5IVcj,Brian Simpson,4uIdP3jwyR0xifCS2FYS3o,2013-04-23,day
2qkylP9G4H1Id6s1Qrhl0l,Brian Simpson,4uIdP3jwyR0xifCS2FYS3o,2013-04-23,day
3bpJmMR2deEWrFjnlis2IN,Brian Simpson,4uIdP3jwyR0xifCS2FYS3o,2013-04-23,day
46hZa8u2Q6eTcfy5pksxXQ,Brian Simpson,4uIdP3jwyR0xifCS2FYS3o,2013-04-23,day
0x1TSRHlJ2hV63cPBcvrLp,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2007-01-23,day
2Dp1PliegDCeUmgH0WCFEj,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2007-01-23,day
7t6q9hCtvEY9it0G5pj7Mm,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2007-01-23,day
2QS0tYiOT92aLcF0e40Eto,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2007-01-23,day
0sXUZhYJ35Qynv33dwA1Pj,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2007-01-23,day
5ZHdcOJDnIKwDueogAbXxL,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2014-05-20,day
6zw8fpHs29iNzjHawtza4L,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2012-09-18,day
5IIvvGSgAiICPL1O3wzY7o,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2012-09-18,day
0KtkJbMYHsUAiAqOuQPjLV,Nils,1vzmLZbXh0Bw5Kz5U4iIyB,2012-09-18,day
7dM3hjAQq6JKwLLQmBzzd5,Peter White,4siC0n7Bs9OzoZlB1HKquS,2006,year
4fa9g8aTMLChCAkObDSx8j,Brian Culbertson,4WQ8grqJHB2Y0IDjpro1FE,2012-01-01,day
66HDfvP6L9m903FIdZuvsl,Brian Culbertson,4WQ8grqJHB2Y0IDjpro1FE,2012-01-01,day
3ob1WmkFSju60lWZNdbljh,Urban Knights,3aCeHneB4PHsdJFVkJzEM5,2005-01-01,day
457fwBY4jnUarh4Nr7hJ1V,"Paul Brown,Richard Elliot","4Hisv12GBxgMUsB2eBW5jy,6eLlZ44VYhHnvuRet0qTuH",2010-09-28,day
5iZe3jb6wQbMOx3MPS6mXu,Freddie Ravel,79xAMITXEgXYwXiWnZWba3,2009-01-01,day
5GMi6sgItzoG3sNIcI8ynA,Chuck Loeb,02L5Rmh1RtTbHOBdzPzfoQ,2005-06-20,day
2q91WtqcZ6Rku2roVwjmwl,"Erik Satie,Nicolas Horvath","459INk8vcC0ebEef82WjIK,6EyYsJlQEb3uHINVS5EIsB",2017-05-19,day
01nW8lOiF9DmIa4WgpgoSs,"Isaac Albéniz,Alicia de Larrocha","4sbcjbyksdT4dJ5Lh0SvZp,08yT4NXiwN4HvaayEo72sm",2014-12-09,day
5cXRsAYoGCoZvhVykXM1k8,"Frédéric Chopin,Eugene Mursky","7y97mc3bZRFXzT2szRM4L4,1rKvvrDCrGnvjFfRMOddjG",2007-01-01,day
4E1Rquqd8ZAnOy3BYK0K1Z,"Franz Liszt,Van Cliburn","1385hLNbrnbCJGokfH2ac2,1RMjtNqKOM6V36EngDqEBw",2000-05-16,day
4J3SApCCutlmjXz0eO3v8h,"Erik Satie,Nicolas Horvath","459INk8vcC0ebEef82WjIK,6EyYsJlQEb3uHINVS5EIsB",2017-05-19,day
2rYl1NJSju2F9g3PLoivMU,"Frédéric Chopin,Claire Huangci","7y97mc3bZRFXzT2szRM4L4,6iFs9LvpM2UzZPmRtOrkLf",2017-05-05,day
5LRxK1JQvph03sy9TAhbUx,"Frédéric Chopin,Claire Huangci","7y97mc3bZRFXzT2szRM4L4,6iFs9LvpM2UzZPmRtOrkLf",2017-05-05,day
2RyignjK7Pax6V4OpT3hEC,"Roger Roman,Edvard Grieg","6GAGTlbf3Ez0fajAmvle7b,5ihY290YPGc3aY2xTyx7Gy",2012-03-13,day
1ZttiBeKIaR0aRLpHFyFGw,"Frédéric Chopin,Nikolai Lugansky","7y97mc3bZRFXzT2szRM4L4,2bMfnyPOgNaeK8WNnXNXud",2002-03-01,day
7LgDKQog51nqpgD1Fwl5Gt,"Frédéric Chopin,Nikolai Lugansky","7y97mc3bZRFXzT2szRM4L4,2bMfnyPOgNaeK8WNnXNXud",2002-03-01,day
6Op2FA3g1j2vWKTNgCrDyA,"Aaron Copland,Charles Fierro","0nJvyjVTb8sAULPYyA1bqU,2WmI8GU5gmwGSPdQR4PpTU",1987-01-01,day
2lGwj2ylzgX1StYu5zkxae,Arthur Rubinstein,5N1GUHhFMRFFgMTjSOJDb9,2016-10-07,day
6FnY982LqCGPoXdTpVqkD3,"Johannes Brahms,Arthur Rubinstein","5wTAi7QkpP6kp8a54lmTOq,5N1GUHhFMRFFgMTjSOJDb9",1990-01-01,day
1LJBwXGahkilQpvpKMkYoa,"Giacomo Meyerbeer,Luciano Pavarotti,National Philharmonic Orchestra,Oliviero de Fabritiis","6aItH4tJHWc4wKwlDXkJrc,0Y8KmFkKOgJybpVobn1onU,2Ek1WGW7WeyDoxsZiu0AAd,5jDSvWeUQdlHGdUW2p3YLq",1997-01-01,day
4dGkPPLnIdVgogqpyaAjbc,"Gioachino Rossini,Academy of St. Martin in the Fields,Sir Neville Marriner","0roWUeP7Ac4yK4VN6L2gF4,77CaCn32H4mOMQA7UElzfF,6NUhQz7eAEsZvjEHTKHux9",2003-01-01,day
7tsT6EN0FB79zm7Nliz7Or,"Gioachino Rossini,Arthur Fiedler,Boston Pops Orchestra","0roWUeP7Ac4yK4VN6L2gF4,2JQBcP1ceEAdwHM6cvSCv8,7CIcEIOiWaZcEH35cpsdZq",1991-10-30,day
4zKttNIOHaV8dPV5pWqHcW,"Gaetano Donizetti,Camerata De Budapest,Laszlo Kovacs","2jCGEMSZXMSOImpD8sqo56,6hULRsinZ7lZhoUYG6Xswl,0GoRaC898oaUfHmbnlSObf",1995-01-11,day
2iEIcP9Fam3DIhqliqGH4I,"Various Artists,Gioachino Rossini,Luigi Cherubini,Louis Carpentier,Giacomo Meyerbeer,Amilcare Ponchielli,Vincenzo Bellini,Giuseppe Verdi,Wolfgang Amadeus Mozart,Jules Massenet,Gaetano Donizetti,Giacomo Puccini,Maria Callas,Royal Concertgebouw Orchestra,Nicola Rescigno","0LyfQWJT6nXafLPZqxe9Of,0roWUeP7Ac4yK4VN6L2gF4,1SXRDJxjOty2T43t4gXAnk,1Jtj7uJ85DfzeGtVLvrQBw,6aItH4tJHWc4wKwlDXkJrc,088fpww3Ae4U9cMZv5O6m8,6AphpMkKDU4I3Z6XaGu1UV,1JOQXgYdQV2yfrhewqx96o,4NJhFmfw43RLBLjQvxDuRS,1AoIc5YFH0aSFc4mKqBEeB,2jCGEMSZXMSOImpD8sqo56,0OzxPXyowUEQ532c9AmHUR,0bjdfjE8XbLa2Odstu6E1E,2HqNckz4bPVT37fWkhugTZ,0q361GTlmwBoXupFQc0T8v",2000-01-01,day
5qKyeT6lAFwxarm43UOa2a,"Mikhail Glinka,Xavier De Maistre","1GEuHbNwTRj4QPyoythtBh,65T5r0RCfJBz5z0gdEkgRp",2015-04-17,day
2dbOHabncUmCWaKIJNHM2A,"Mikhail Glinka,Inga Fiolia","1GEuHbNwTRj4QPyoythtBh,6bNR1cmPCqEeucpSatsHpm",2018-06-08,day
2dPIe1WO5W5F9czMOaC0xR,"Otto Nicolai,Gustavo Dudamel,Wiener Philharmoniker","5Cnc0noHxdjlRyiRPPvvjq,0cxXnDhpgxcMMkKddhORHY,003f4bk13c6Q3gAUXv7dGJ",2017-01-09,day
3MdV4O6NgN42ZC0a335Cag,"Robert Schumann,Jonathan Biss","2UqjDAXnDxejEyE0CzfUrZ,6leuX0SjB7cZZP8mFNJPMw",2007-01-08,day
6y5U4NlIAuLFWqt3lRbe5j,"Richard Wagner,Simón Bolívar Symphony Orchestra Of Venezuela,Gustavo Dudamel","1C1x4MVkql8AiABuTw6DgE,5p6H6NoqsMesY9ZvMBg1tu,0cxXnDhpgxcMMkKddhORHY",2015-03-01,day
41ujv4mhxlqR8nlnieDpDp,"Giuseppe Verdi,Ileana Cotrubas,Plácido Domingo,Chor der Bayerischen Staatsoper München,Bavarian State Orchestra,Carlos Kleiber","1JOQXgYdQV2yfrhewqx96o,3ArbrVTsYfUVK7hNaXl6z1,4pU3BpenOZFEBzORx2YBJW,2WQOMWyQxqfd96VyU943Tx,3ZXZN86zspTIIkwbzlkDwf,6aL4ovuNuBg7rmrPjOTIUN",1977-01-01,day
6CBU72kTrwzoCYCzhksb4J,"Giuseppe Verdi,Luciano Pavarotti,London Symphony Orchestra,Richard Bonynge","1JOQXgYdQV2yfrhewqx96o,0Y8KmFkKOgJybpVobn1onU,5yxyJsFanEAuwSM5kOuZKc,6JAPOSeaWl61UBRKZYgAeZ",1982-01-01,day
