ID,artist_names,artist_ids,release_date,release_date_precision
0cqextgABzOV0IEEsl7inV,"Doris Day,The Mellomen","3ESG6pj6a0LvUKklENalT6,548L4DXlt7N14Mhbfdmdqq",2014-03-21,day
2IwQksOy3XrUUEuUP4D7I1,The Mills Brothers,5v8bwWRbu7AI3YFhzoM6Ha,1997-01-01,day
6L2woktiAuW35BrcROmhW5,Irma Thomas,01Z8Z9K54zewyP04ZfGLSv,2004-01-01,day
5IfDQ1fUOR2rpwNIDEXosr,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,1962-11,month
2IdwQxhJn9ZE4zIotcCefR,Etta James,0iOVhN3tnSvgDbcg25JoJb,1960,year
3cnoqPqzVFeBcdLcBnYGDf,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
2amOmHEkW1MwAGS7zqXJF0,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
7nV0uv8iKecHe5RNT2JklJ,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
2p3cII6kxlz01Ka8IZ91Yn,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
7MguNHgnw242iXD2fvCHCK,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
74zppy7ABrCHu3c1rTO9kI,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
1ek5GbhqiyduueIFANMN3x,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
6q9VnJ7x6KGI7DenU1koX2,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
5yKTsSm9DYwTCOLnNi4SCt,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
53ZbpKhdgtVpd1RQEs3WVE,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
7IR2BpF1Ln4ad99DyIWTwN,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
0jColG0cTzrRAZMqvLuFLJ,Piano Connection & Marcs Boogie,7sRpk4mVr0vurcuwtfQxew,1999,year
